keyword,date,page,position,title,author,publisher,pages,publication_date,sales_rank,image,asin,,,,,,,
drug history,27:20.4,1,6,Astral Weeks: A Secret History of 1968,Ryan H. Walsh,Penguin Books,365,00:00.0,125068,https://images-na.ssl-images-amazon.com/images/I/51JIGo9wwUL._SL75_.jpg,B073R31SP7,,,,,,,
drug history,27:20.4,1,7,Hunting LeRoux: The Inside Story of the DEA Takedown of a Criminal Genius and His Empire,Elaine Shannon,William Morrow,368,00:00.0,2342,https://images-na.ssl-images-amazon.com/images/I/51s%2BGC7pEML._SL75_.jpg,B079WVBLML,,,,,,,
drug history,27:20.4,1,8,The Dirt: Confessions of the World's Most Notorious Rock Band,Tommy Lee,Dey Street Books,448,00:00.0,2376,https://images-na.ssl-images-amazon.com/images/I/51elsMrnPaL._SL75_.jpg,B00JOFS5BS,,,,,,,
drug history,27:20.4,1,9,Outside Looking In: A Novel,T.C. Boyle,Ecco,400,00:00.0,10811,https://images-na.ssl-images-amazon.com/images/I/41K8N307SjL._SL75_.jpg,B07C2FQ8GQ,,,,,,,
drug history,27:20.4,1,10,Without Remorse: TOM CLANCY?????S (John Clark series Book 1),Tom Clancy,Berkley,763,00:00.0,15761,https://images-na.ssl-images-amazon.com/images/I/51DsBwiPhpL._SL75_.jpg,B001QEAQQW,,,,,,,
drug history,27:21.6,2,11,The New Jim Crow,Michelle Alexander,The New Press,338,00:00.0,14367,https://images-na.ssl-images-amazon.com/images/I/41iAfShHmqL._SL75_.jpg,B0067NCQVU,,,,,,,
drug history,27:21.6,2,12,The Line Becomes a River: Dispatches from the Border,Francisco Cant??,Riverhead Books,288,00:00.0,11727,https://images-na.ssl-images-amazon.com/images/I/41xA9GCRrvL._SL75_.jpg,B072SSGP1K,,,,,,,
drug history,27:21.6,2,13,"How to Change Your Mind: What the New Science of Psychedelics Teaches Us About Consciousness, Dying, Addiction, Depression, and Transcendence",Michael Pollan,Penguin Press,477,00:00.0,2477,https://images-na.ssl-images-amazon.com/images/I/41sTsjR3bcL._SL75_.jpg,B076GPJXWZ,,,,,,,
drug history,27:21.6,2,14,"Dopesick: Dealers, Doctors, and the Drug Company that Addicted America",Beth Macy,"Little, Brown and Company",385,00:00.0,7427,https://images-na.ssl-images-amazon.com/images/I/51wMIdjnlSL._SL75_.jpg,B078D67JCF,,,,,,,
drug history,27:21.6,2,15,The Power of the Dog (Power of the Dog Series Book 1),Don Winslow,Vintage Crime/Black Lizard,560,00:00.0,3704,https://images-na.ssl-images-amazon.com/images/I/51Ha4TItvML._SL75_.jpg,B000FCK42M,,,,,,,
drug history,27:21.6,2,16,"Sing, Unburied, Sing: A Novel",Jesmyn Ward,Scribner,305,00:00.0,7038,https://images-na.ssl-images-amazon.com/images/I/515pYTNTrcL._SL75_.jpg,B01M9I7CRC,,,,,,,
drug history,27:21.6,2,17,The House at Saltwater Point (A Lavender Tides Novel Book 2),Colleen Coble,Thomas Nelson,351,00:00.0,4199,https://images-na.ssl-images-amazon.com/images/I/515n8pH97wL._SL75_.jpg,B077CS7R3K,,,,,,,
drug history,27:21.6,2,18,The Mastermind: Drugs. Empire. Murder. Betrayal.,Evan Ratliff,Random House,446,00:00.0,10567,https://images-na.ssl-images-amazon.com/images/I/41Yn4cEd46L._SL75_.jpg,B07G6X3Z47,,,,,,,
drug history,27:21.6,2,19,An American Summer: Love and Death in Chicago,Alex Kotlowitz,Nan A. Talese,282,00:00.0,28319,https://images-na.ssl-images-amazon.com/images/I/51yCSoJDP2L._SL75_.jpg,B07DMZMYQN,,,,,,,
drug history,27:21.6,2,20,Typhoon Fury (The Oregon Files Book 12),Clive Cussler,G.P. Putnam's Sons,444,00:00.0,17645,https://images-na.ssl-images-amazon.com/images/I/61wmlCXL%2BaL._SL75_.jpg,B06WRQG5NS,,,,,,,
drug history,27:22.8,3,21,Blitzed: Drugs in the Third Reich,Norman Ohler,Mariner Books,306,00:00.0,19477,https://images-na.ssl-images-amazon.com/images/I/519UzSd1D-L._SL75_.jpg,B01IAS9G94,,,,,,,
drug history,27:22.8,3,22,The Cartel: A novel (Power of the Dog Series Book 2),Don Winslow,Vintage Crime/Black Lizard,617,00:00.0,5120,https://images-na.ssl-images-amazon.com/images/I/51SN81c1dTL._SL75_.jpg,B00PP3DNCE,,,,,,,
drug history,27:22.8,3,23,Chasing the Scream: The First and Last Days of the War on Drugs,Johann Hari,Bloomsbury USA,404,00:00.0,29769,https://images-na.ssl-images-amazon.com/images/I/51345h-XnuL._SL75_.jpg,B00OZM4ANM,,,,,,,
drug history,27:22.8,3,24,Blindsighted: The First Grant County Thriller (Grant County Thrillers Book 1),Karin Slaughter,Harper,448,00:00.0,19388,https://images-na.ssl-images-amazon.com/images/I/51YOFC%2B4aSL._SL75_.jpg,B00UG8RPS6,,,,,,,
drug history,27:22.8,3,25,The Goldfinch: A Novel (Pulitzer Prize for Fiction),Donna Tartt,"Little, Brown and Company",760,00:00.0,696,https://images-na.ssl-images-amazon.com/images/I/41S2y8O6oXL._SL75_.jpg,B00BAXFECK,,,,,,,
drug history,27:22.8,3,26,The Light Years: A Memoir,Chris Rush,"Farrar, Straus and Giroux",363,00:00.0,36959,https://images-na.ssl-images-amazon.com/images/I/51Vi9Phgu8L._SL75_.jpg,B07D6MPHN9,,,,,,,
drug history,27:22.8,3,27,Deep Medicine: How Artificial Intelligence Can Make Healthcare Human Again,Eric Topol,Basic Books,341,00:00.0,12644,https://images-na.ssl-images-amazon.com/images/I/41pKAiVAaML._SL75_.jpg,B07FMHFGLT,,,,,,,
drug history,27:22.8,3,28,Dreamland: The True Tale of America's Opiate Epidemic,Sam Quinones,Bloomsbury Press,383,00:00.0,6722,https://images-na.ssl-images-amazon.com/images/I/51x56REyXrL._SL75_.jpg,B00U19DTS0,,,,,,,
drug history,27:22.9,3,29,American Kingpin: The Epic Hunt for the Criminal Mastermind Behind the Silk Road,Nick Bilton,Portfolio,343,00:00.0,15894,https://images-na.ssl-images-amazon.com/images/I/51ynhBxufsL._SL75_.jpg,B01L8C4WBG,,,,,,,
drug history,27:22.9,3,30,Life,Keith Richards,"Little, Brown and Company",536,00:00.0,44564,https://images-na.ssl-images-amazon.com/images/I/51dfdc-I5LL._SL75_.jpg,B003UBTX72,,,,,,,
drug history,27:23.9,4,31,Life,Keith Richards,"Little, Brown and Company",536,00:00.0,44564,https://images-na.ssl-images-amazon.com/images/I/51dfdc-I5LL._SL75_.jpg,B003UBTX72,,,,,,,
drug history,27:23.9,4,32,My Cross to Bear,Gregg Allman,William Morrow,561,00:00.0,4405,https://images-na.ssl-images-amazon.com/images/I/51vTbnjcIuL._SL75_.jpg,B005O078LK,,,,,,,
drug history,27:23.9,4,33,"Stealing Fire: How Silicon Valley, the Navy SEALs, and Maverick Scientists Are Revolutionizing the Way We Live and Work",Steven Kotler,Dey Street Books,309,00:00.0,17508,https://images-na.ssl-images-amazon.com/images/I/51YTpnFshDL._SL75_.jpg,B01GCCT3G6,,,,,,,
drug history,27:23.9,4,34,Snow Crash: A Novel,Neal Stephenson,Spectra,480,00:00.0,11301,https://images-na.ssl-images-amazon.com/images/I/51yI5lXG7IL._SL75_.jpg,B000FBJCJE,,,,,,,
drug history,27:23.9,4,35,This Is Your Country on Drugs: The Secret History of Getting High in America,Ryan Grim,Wiley,273,00:00.0,278375,https://images-na.ssl-images-amazon.com/images/I/419DCjK7TaL._SL75_.jpg,B00DNKYM0S,,,,,,,
drug history,27:23.9,4,36,The Ruin: A Novel,Dervla McTiernan,Penguin Books,400,00:00.0,16642,https://images-na.ssl-images-amazon.com/images/I/51ZeJaPF5UL._SL75_.jpg,B077CQCG7D,,,,,,,
drug history,27:24.0,4,37,"Above Suspicion: An Undercover FBI Agent, an Illicit Affair, and a Murder of Passion",Joe Sharkey,Open Road Media,394,00:00.0,11874,https://images-na.ssl-images-amazon.com/images/I/51Egr%2BtejIL._SL75_.jpg,B01N49MWZH,,,,,,,
drug history,27:24.0,4,38,Night Prey (The Prey Series Book 6),John Sandford,G.P. Putnam's Sons,450,00:00.0,16551,https://images-na.ssl-images-amazon.com/images/I/510KSV3RXYL._SL75_.jpg,B002YKOXFW,,,,,,,
drug history,27:24.0,4,39,Fear and Loathing in Las Vegas: A Savage Journey to the Heart of the American Dream,Hunter S. Thompson,Vintage,93,00:00.0,22483,https://images-na.ssl-images-amazon.com/images/I/51xwUF92c4L._SL75_.jpg,B003WUYQG4,,,,,,,
drug history,27:24.0,4,40,Black Dahlia Avenger: One of the Most Notorious Murders of the Twentieth Century??.??.??. Solved!,Steve Hodel,Arcade Publishing,594,00:00.0,19312,https://images-na.ssl-images-amazon.com/images/I/51BMVBQ2JxL._SL75_.jpg,B00U7Y5TI2,,,,,,,
drug history,27:25.1,5,41,Black Dahlia Avenger: One of the Most Notorious Murders of the Twentieth Century??.??.??. Solved!,Steve Hodel,Arcade Publishing,594,00:00.0,19312,https://images-na.ssl-images-amazon.com/images/I/51BMVBQ2JxL._SL75_.jpg,B00U7Y5TI2,,,,,,,
drug history,27:25.1,5,42,"Alex, Approximately",Jenn Bennett,Simon Pulse,416,00:00.0,28531,https://images-na.ssl-images-amazon.com/images/I/51WiGOmuOlL._SL75_.jpg,B01GD9CJ64,,,,,,,
drug history,27:25.1,5,43,MAYAN STAR,Howard Allan,NULL,293,00:00.0,12295,https://images-na.ssl-images-amazon.com/images/I/51ygiMGDvnL._SL75_.jpg,B07CYXG79Z,,,,,,,
drug history,27:25.1,5,44,"Rock with Wings: A Leaphorn, Chee & Manuelito Novel",Anne Hillerman,Harper,334,00:00.0,26355,https://images-na.ssl-images-amazon.com/images/I/51ElgeK7ieL._SL75_.jpg,B00MMET87S,,,,,,,
drug history,27:25.2,5,45,A Brief History of Seven Killings: A Novel,Marlon James,Riverhead Books,688,00:00.0,29374,https://images-na.ssl-images-amazon.com/images/I/51DpdJWYf0L._SL75_.jpg,B00INIXV84,,,,,,,
drug history,27:25.2,5,46,Public Secrets: A Novel,Nora Roberts,Bantam,512,00:00.0,23727,https://images-na.ssl-images-amazon.com/images/I/515a%2B-ChYEL._SL75_.jpg,B002RLBKIQ,,,,,,,
drug history,27:25.2,5,47,"Dirty Like Brody: A Dirty Rockstar Romance (Dirty, Book 2)",Jaine Diamond,DreamWarp Books,410,00:00.0,1652,https://images-na.ssl-images-amazon.com/images/I/51pSgAJwE1L._SL75_.jpg,B071WMS5PG,,,,,,,
drug history,27:25.2,5,48,Arden (Undercover Billionaire Book 2),Melody Anne,Montlake Romance,248,00:00.0,4888,https://images-na.ssl-images-amazon.com/images/I/51SXI3LfJEL._SL75_.jpg,B078XB6GXN,,,,,,,
drug history,27:25.2,5,49,"The Other Wes Moore: One Name, Two Fates",Wes Moore,Spiegel & Grau,256,00:00.0,49852,https://images-na.ssl-images-amazon.com/images/I/51FlPERIWvL._SL75_.jpg,B0036S4CQG,,,,,,,
drug history,27:25.2,5,50,"The Black Hand: The Story of Rene Boxer"" Enriquez and His Life in the Mexican Mafia""",Chris Blatchford,HarperCollins e-books,356,00:00.0,9252,https://images-na.ssl-images-amazon.com/images/I/51L8CM4MYSL._SL75_.jpg,B001FA0TGO,,,,,,,
drug history,27:26.3,6,51,Slouching Towards Bethlehem: Essays,Joan Didion,Open Road Media,256,00:00.0,39533,https://images-na.ssl-images-amazon.com/images/I/51z7k288AEL._SL75_.jpg,B06XRSTBMN,,,,,,,
drug history,27:26.3,6,52,Thanks a Lot Mr Kibblewhite: My Story,Roger Daltrey,Henry Holt and Co.,253,00:00.0,38937,https://images-na.ssl-images-amazon.com/images/I/51EwZOqS%2BHL._SL75_.jpg,B079DVT6VM,,,,,,,
drug history,27:26.3,6,53,The Hacking of the American Mind: The Science Behind the Corporate Takeover of Our Bodies and Brains,Robert H. Lustig,Avery,352,00:00.0,36898,https://images-na.ssl-images-amazon.com/images/I/51M9AEzfG0L._SL75_.jpg,B01N802BNX,,,,,,,
drug history,27:26.3,6,54,The Common Good,Robert B. Reich,Vintage,209,00:00.0,42280,https://images-na.ssl-images-amazon.com/images/I/41wGoM-vbmL._SL75_.jpg,B077X2KT9G,,,,,,,
drug history,27:26.3,6,55,Ghost: My Thirty Years as an FBI Undercover Agent,Michael R. McGowan,St. Martin's Press,298,00:00.0,23215,https://images-na.ssl-images-amazon.com/images/I/51-C8oEqiiL._SL75_.jpg,B07BFBZ1WC,,,,,,,
drug history,27:26.3,6,56,Unbroken Brain: A Revolutionary New Way of Understanding Addiction,Maia Szalavitz,St. Martin's Press,349,00:00.0,29318,https://images-na.ssl-images-amazon.com/images/I/41AYXRySrwL._SL75_.jpg,B014PF3P84,,,,,,,
drug history,27:26.3,6,57,Hell's Angels: A Strange and Terrible Saga,Hunter S. Thompson,Ballantine Books,283,00:00.0,46876,https://images-na.ssl-images-amazon.com/images/I/51WwckOYyQL._SL75_.jpg,B008IU9IVG,,,,,,,
drug history,27:26.3,6,58,Fruit of the Drunken Tree: A Novel,Ingrid Rojas Contreras,Doubleday,302,00:00.0,20711,https://images-na.ssl-images-amazon.com/images/I/51Bm6AhGAsL._SL75_.jpg,B0776DJ5Y2,,,,,,,
drug history,27:26.3,6,59,The Mystery at Belle Magnolia (Madeline Donovan Mysteries Book 3),Madison Kent,NULL,375,00:00.0,190768,https://images-na.ssl-images-amazon.com/images/I/51ScvmHYW6L._SL75_.jpg,B010W32K3Y,,,,,,,
drug history,27:26.3,6,60,El Narco: Inside Mexico's Criminal Insurgency,Ioan Grillo,Bloomsbury Press,353,00:00.0,69304,https://images-na.ssl-images-amazon.com/images/I/513BIDp2DmL._SL75_.jpg,B005TIM8BW,,,,,,,
drug history,27:27.2,7,61,The Electric Kool-Aid Acid Test,Tom Wolfe,"Farrar, Straus and Giroux",436,00:00.0,47695,https://images-na.ssl-images-amazon.com/images/I/51Sy9AWkIVL._SL75_.jpg,B0046A9M7M,,,,,,,
drug history,27:27.2,7,62,Badlands: A Novel (Highway Quartet Book 3),C.J. Box,Minotaur Books,384,00:00.0,34322,https://images-na.ssl-images-amazon.com/images/I/51IoWrFCN8L._SL75_.jpg,B00S52ARYY,,,,,,,
drug history,27:27.2,7,63,No One Man Should Have All That Power: How Rasputins Manipulate the World,Amos Barshad,Abrams Press,240,00:00.0,51113,https://images-na.ssl-images-amazon.com/images/I/41WF%2BbeAnbL._SL75_.jpg,B07N2VF4HK,,,,,,,
drug history,27:27.2,7,64,So You've Been Publicly Shamed,Jon Ronson,Riverhead Books,306,00:00.0,50981,https://images-na.ssl-images-amazon.com/images/I/51fnLVcBQIL._SL75_.jpg,B00L9B7IRC,,,,,,,
drug history,27:27.2,7,65,That Way Again,Carolyn Brown,Montlake Romance,195,00:00.0,4473,https://images-na.ssl-images-amazon.com/images/I/41S-wTIe1TL._SL75_.jpg,B00DTTW7BY,,,,,,,
drug history,27:27.2,7,66,The Doors of Perception and Heaven and Hell,Aldous Huxley,HarperCollins e-books,208,00:00.0,39888,https://images-na.ssl-images-amazon.com/images/I/61EfYoVYx4L._SL75_.jpg,B002PEP4QY,,,,,,,
drug history,27:27.2,7,67,Sunset Limited (Dave Robicheaux Book 10),James Lee Burke,Island Books,418,00:00.0,31857,https://images-na.ssl-images-amazon.com/images/I/519m3JmncdL._SL75_.jpg,B005JWUGY4,,,,,,,
drug history,27:27.2,7,68,A Scanner Darkly,Philip K. Dick,Mariner Books,307,00:00.0,14502,https://images-na.ssl-images-amazon.com/images/I/41clMINcfAL._SL75_.jpg,B005LVR6NC,,,,,,,
drug history,27:27.2,7,69,Valley of the Dolls: 50th Anniversary Edition,Jacqueline Susann,Tiger LLC,454,00:00.0,33647,https://images-na.ssl-images-amazon.com/images/I/41sglX9IpqL._SL75_.jpg,B01E1QW4KC,,,,,,,
drug history,27:27.2,7,70,Malice at the Palace (The Royal Spyness Series Book 9),Rhys Bowen,Berkley,304,00:00.0,27445,https://images-na.ssl-images-amazon.com/images/I/51ootBE%2BMjL._SL75_.jpg,B00OQSF61K,,,,,,,
drug history,27:28.4,8,71,Deadly Undertow (Lantern Beach Mysteries Book 6),Christy Barritt,River Heights,292,00:00.0,5485,https://images-na.ssl-images-amazon.com/images/I/51H73oR5FmL._SL75_.jpg,B07DV3M1MP,,,,,,,
drug history,27:28.4,8,72,A Brief History of Drugs: From the Stone Age to the Stoned Age,Antonio Escohotado,Park Street Press,178,00:00.0,1006843,https://images-na.ssl-images-amazon.com/images/I/51mNMr0-cWL._SL75_.jpg,B00702M1ZS,,,,,,,
drug history,27:28.4,8,73,Medical Apartheid: The Dark History of Medical Experimentation on Black Americans from Colonial Times to the Present,Harriet A. Washington,Anchor,530,00:00.0,56195,https://images-na.ssl-images-amazon.com/images/I/419Yl4ougaL._SL75_.jpg,B0010SEOYE,,,,,,,
drug history,27:28.4,8,74,Lily?????s Song: Southern Historical Fiction: Sequel to The Secret Sense of Wildflower,Susan Gabriel,Wild Lily Arts,350,00:00.0,48703,https://images-na.ssl-images-amazon.com/images/I/51UAZI9GbsL._SL75_.jpg,B01CRIMGYK,,,,,,,
drug history,27:28.4,8,75,Survivor: A Novel,Chuck Palahniuk,W. W. Norton & Company,304,00:00.0,71331,https://images-na.ssl-images-amazon.com/images/I/41Md4kkwRrL._SL75_.jpg,B004SOBLIE,,,,,,,
drug history,27:28.4,8,76,The Pope of Palm Beach: A Novel (Serge Storms Book 21),Tim Dorsey,William Morrow,357,00:00.0,61169,https://images-na.ssl-images-amazon.com/images/I/51L8t4k3LKL._SL75_.jpg,B072HFRNZY,,,,,,,
drug history,27:28.4,8,77,A Piece of Cake: A Memoir,Cupcake Brown,Broadway Books,480,00:00.0,58206,https://images-na.ssl-images-amazon.com/images/I/61zG7DWQPEL._SL75_.jpg,B000FCKPGM,,,,,,,
drug history,27:28.4,8,78,Cannabis Pharmacy: The Practical Guide to Medical Marijuana,Michael Backes,Black Dog & Leventhal,273,00:00.0,88304,https://images-na.ssl-images-amazon.com/images/I/51XZlTzn1vL._SL75_.jpg,B00DWK542O,,,,,,,
drug history,27:28.4,8,79,Missoula: Rape and the Justice System in a College Town,Jon Krakauer,Anchor,376,00:00.0,36587,https://images-na.ssl-images-amazon.com/images/I/51u5Hr%2B9GKL._SL75_.jpg,B00THFU680,,,,,,,
drug history,27:28.4,8,80,Bad Choices Make Good Stories: Going to New York (How The Great American Opioid Epidemic of The 21st Century Began Book 1),Oliver Markus Malloy,Becker and Malloy LLC,251,00:00.0,24537,https://images-na.ssl-images-amazon.com/images/I/51mi-N4S1mL._SL75_.jpg,B0754V75KP,,,,,,,
drug history,27:29.7,9,81,Bad Choices Make Good Stories: Going to New York (How The Great American Opioid Epidemic of The 21st Century Began Book 1),Oliver Markus Malloy,Becker and Malloy LLC,251,00:00.0,24537,https://images-na.ssl-images-amazon.com/images/I/51mi-N4S1mL._SL75_.jpg,B0754V75KP,,,,,,,
drug history,27:29.7,9,82,Murder of Crows (A Novel of the Others Book 2),Anne Bishop,Roc,370,00:00.0,17625,https://images-na.ssl-images-amazon.com/images/I/51BpiRbb5ML._SL75_.jpg,B00DMCJRD4,,,,,,,
drug history,27:29.7,9,83,Pandora's Lab: Seven Stories of Science Gone Wrong,Paul A. Offit,National Geographic,277,00:00.0,51270,https://images-na.ssl-images-amazon.com/images/I/51mOL-KVaYL._SL75_.jpg,B01FBZXSNO,,,,,,,
drug history,27:29.7,9,84,"River's Lost  (River's End Series, #6)",Leanne Davis,Leanne Davis,336,00:00.0,4848,https://images-na.ssl-images-amazon.com/images/I/414DJDbsjHL._SL75_.jpg,B01N9B7H56,,,,,,,
drug history,27:29.7,9,85,LADY OF CONQUEST: A Medieval Romance,Tamara Leigh,Tamara Leigh,426,00:00.0,2903,https://images-na.ssl-images-amazon.com/images/I/51a9SmtgCQL._SL75_.jpg,B00XFTTYR8,,,,,,,
drug history,27:29.7,9,86,"Scarface and the Untouchable: Al Capone, Eliot Ness, and the Battle for Chicago",Max Allan Collins,William Morrow,739,00:00.0,40301,https://images-na.ssl-images-amazon.com/images/I/519j4a32YpL._SL75_.jpg,B0728GJ6W5,,,,,,,
drug history,27:29.7,9,87,Some Kind of Hero: A Troubleshooters Novel (Troubleshooters Book 19),Suzanne Brockmann,Ballantine Books,342,00:00.0,61945,https://images-na.ssl-images-amazon.com/images/I/51FwDcTfj4L._SL75_.jpg,B00ONUSOYM,,,,,,,
drug history,27:29.7,9,88,America: The Farewell Tour,Chris Hedges,Simon & Schuster,401,00:00.0,50377,https://images-na.ssl-images-amazon.com/images/I/41KRXjwbu%2BL._SL75_.jpg,B075RTDPJ7,,,,,,,
drug history,27:29.7,9,89,Sulfur Springs: A Novel (Cork O'Connor Mystery Series Book 16),William Kent Krueger,Atria Books,321,00:00.0,26090,https://images-na.ssl-images-amazon.com/images/I/51yBX%2BlSsUL._SL75_.jpg,B01M7WUYER,,,,,,,
drug history,27:29.7,9,90,Doctor Dealer: The Rise and Fall of an All-American Boy and His Multimillion-Dollar Cocaine Empire,Mark Bowden,Grove Press,356,00:00.0,31294,https://images-na.ssl-images-amazon.com/images/I/51yEignm2jL._SL75_.jpg,B008UX8YPC,,,,,,,
drug history,27:30.5,10,91,"Anatomy of an Epidemic: Magic Bullets, Psychiatric Drugs, and the Astonishing Rise of Mental Illness in America",Robert Whitaker,Broadway Books,418,00:00.0,44954,https://images-na.ssl-images-amazon.com/images/I/51keHE0uC8L._SL75_.jpg,B0036S4EGE,,,,,,,
drug history,27:30.5,10,92,Fallen: A Novel (Will Trent series Book 5),Karin Slaughter,Delacorte Press,482,00:00.0,42002,https://images-na.ssl-images-amazon.com/images/I/513teOtgjEL._SL75_.jpg,B004J4WN12,,,,,,,
drug history,27:30.5,10,93,Betrayed in the Keys: A Logan Dodge Adventure (Florida Keys Adventure Series Book 4),Matthew Rief,NULL,223,00:00.0,8527,https://images-na.ssl-images-amazon.com/images/I/519IS-Kq9SL._SL75_.jpg,B07HVWL5DQ,,,,,,,
drug history,27:30.5,10,94,Pain Killer: An Empire of Deceit and the Origin of America's Opioid Epidemic,Barry Meier,Random House,211,00:00.0,104364,https://images-na.ssl-images-amazon.com/images/I/413FFvzPodL._SL75_.jpg,B0782X9R1W,,,,,,,
drug history,27:30.5,10,95,Healing with CBD: How Cannabidiol Can Transform Your Health without the High,Eileen Konieczny,Ulysses Press,NULL,00:00.0,71996,https://images-na.ssl-images-amazon.com/images/I/419B-c9ncrL._SL75_.jpg,B07BJ3K89T,,,,,,,
drug history,27:30.5,10,96,John Woman,Walter Mosley,Atlantic Monthly Press,320,00:00.0,93416,https://images-na.ssl-images-amazon.com/images/I/51iONVE6tuL._SL75_.jpg,B07G9KKZZQ,,,,,,,
drug history,27:30.5,10,97,The Face of Social Suffering: The Life History of a Street Drug Addict,Merrill Singer,"Waveland Press, Inc.",184,00:00.0,792204,https://images-na.ssl-images-amazon.com/images/I/5170RgXj-XL._SL75_.jpg,B00HCLUMEY,,,,,,,
drug history,27:30.5,10,98,"Runnin' with the Devil: A Backstage Pass to the Wild Times, Loud Rock, and the Down and Dirty Truth Behind the Making of Van Halen",Noel Monk,Dey Street Books,371,00:00.0,77606,https://images-na.ssl-images-amazon.com/images/I/61a7hmzdp2L._SL75_.jpg,B01HM27IEO,,,,,,,
drug history,27:30.5,10,99,A Place of Hiding (Inspector Lynley Book 12),Elizabeth George,Bantam,800,00:00.0,56380,https://images-na.ssl-images-amazon.com/images/I/510Y6mbxUXL._SL75_.jpg,B000FBFO7S,,,,,,,
drug history,27:30.5,10,100,It's So Easy: and other lies,Duff McKagan,Touchstone,386,00:00.0,248282,https://images-na.ssl-images-amazon.com/images/I/51j6-B8MuZL._SL75_.jpg,B004T4KX82,,,,,,,
drug history,01:25.7,1,1,A Brief History of Vice: How Bad Behavior Built Civilization,Robert Evans,Plume,270,00:00.0,192870,https://images-na.ssl-images-amazon.com/images/I/51MdA5o5rIL._SL75_.jpg,B01839Q4ZE,,,,,,,
drug history,01:25.7,1,2,"The Drug Book: From Arsenic to Xanax, 250 Milestones in the History of Drugs (Sterling Milestones)",Michael C. Gerald,Sterling,528,00:00.0,779245,https://images-na.ssl-images-amazon.com/images/I/51k7xBhLBPL._SL75_.jpg,B0751HJ28R,,,,,,,
drug history,01:25.7,1,3,"Ten Drugs: How Plants, Powders, and Pills Have Shaped the History of Medicine",Thomas Hager,Abrams Press,308,00:00.0,58006,https://images-na.ssl-images-amazon.com/images/I/41Bs36jwEwL._SL75_.jpg,B07H1FT3PW,,,,,,,
drug history,01:25.7,1,4,"A Narco History: How the United States and Mexico Jointly Created the Mexican Drug War""""",Carmen Boullosa,OR Books,255,00:00.0,453037,https://images-na.ssl-images-amazon.com/images/I/61AxHTtB1dL._SL75_.jpg,B01LZ3PB8B,,,,,,,
